id_entidad,entidad_norm,nit_entidad,departamento,ciudad,orden,sector
73,SENA DISTRITO CAPITAL GRUPO DE APOYO ADMINISTRATIVO CGI,899999034,Distrito Capital de Bogotá,Bogotá,Nacional,Trabajo
74,EMPRESA DE DESARROLLO URBANO DE MEDELLIN,800223337,Antioquia,Medellín,Territorial,"Vivienda, Ciudad y Territorio"
75,SANTIAGO DE CALI DISTRITO ESPECIAL SECRETARIA DE VIVIENDA SOCIAL Y HABITAT,890399011,Valle del Cauca,Cali,Territorial,"Vivienda, Ciudad y Territorio"
76,AREA METROPOLITANA DEL VALLE DE ABURRA,890984423,Antioquia,No Definido,Territorial,Ambiente y Desarrollo Sostenible
77,FONDO DE DESARROLLO LOCAL DE BOSA,8999990615,Distrito Capital de Bogotá,Bogotá,Territorial,Servicio Público
78,ASOCIACION CABLE AEREO MANIZALES,900315506,Caldas,Manizales,Territorial,Transporte
79,INSTITUCION UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA,890980134,Antioquia,Medellín,Territorial,Educación Nacional
80,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE RIOSUCIO CALDAS E S E,890801989,Caldas,Riosucio,Territorial,Salud y Protección Social
81,UPRA,900479658,Distrito Capital de Bogotá,Bogotá,Nacional,agricultura
82,SUPERINTENDENCIA DE LA ECONOMIA SOLIDARIA,830053043,Distrito Capital de Bogotá,Bogotá,Nacional,Hacienda y Crédito Público
83,MUNICIPIO DE ACEVEDO,891180069,Huila,Acevedo,Territorial,Servicio Público
84,MUNICIPIO DE PEREIRA OFICIAL,891480030,Risaralda,Pereira,Territorial,Servicio Público
85,PNNC NC,830016624,Distrito Capital de Bogotá,No Definido,Nacional,Ambiente y Desarrollo Sostenible
86,PIEDECUESTANA DE SERVICIOS PUBLICOS,804005441,Santander,Piedecuesta,Territorial,No aplica/No pertenece
87,UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS DE BOGOTA,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Ley de Justicia
88,HOSPITAL DE MANATI ATLANTICO E S E,802010401,Atlántico,Manatí,Nacional,Salud y Protección Social
89,SUPERSOCIEDADES,899999086,No Definido,No Definido,Nacional,Industria
90,ALCALDIA DE POPAYAN,891580006,Cauca,Popayán,Territorial,Servicio Público
91,EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE APULO,900354769,Cundinamarca,Apulo,Territorial,No aplica/No pertenece
92,ALCALDIA MUNICIPAL DE VALLEDUPAR,800098911,Cesar,Valledupar,Territorial,Servicio Público
93,AEROCIVIL,899999059,Distrito Capital de Bogotá,No Definido,Nacional,Transporte
94,MUNICIPIO DE MONTERIA,800096734,Córdoba,Montería,Territorial,Servicio Público
95,IDARTES,900413030,Distrito Capital de Bogotá,Bogotá,Nacional,Cultura
96,CORPORACION AUTONOMA REGIONAL DE RISARALDA,891410354,Risaralda,Pereira,Corporación Autónoma,Ambiente y Desarrollo Sostenible
97,AREA METROPOLITANA DE BUCARAMANGA,890210581,Santander,Bucaramanga,Territorial,Planeación
98,ALCALDIA MUNICIPIO DE JAMUNDI,890399046,Valle del Cauca,Jamundí,Territorial,No aplica/No pertenece
99,PERSONERIA MUNICIPAL DE FUNZA,832000814,Cundinamarca,Funza,Nacional,Ley de Justicia
100,MUNICIPIO DE MARIPI,800024789,Boyacá,Maripí,Territorial,Servicio Público
101,MINISTERIO DE LAS CULTURAS LAS ARTES Y LOS SABERES,830034348,Distrito Capital de Bogotá,Bogotá,Nacional,Cultura
102,MUNICIPIO DE YUMBO VALLE,890399025,Valle del Cauca,No Definido,Territorial,Servicio Público
103,LOTERIA DE BOGOTA,899999270,Distrito Capital de Bogotá,Bogotá,Territorial,Hacienda y Crédito Público
104,AGENCIA NACIONAL DEL ESPECTRO,900334265,Distrito Capital de Bogotá,No Definido,Nacional,Tecnologías de la Información y las Comunicaciones
105,MUNICIPIO DE EL COCUY,891857844,Boyacá,El Cocuy,Territorial,No aplica/No pertenece
106,DEPARTAMENTO DEL META,8920001488,Meta,Villavicencio,Territorial,Servicio Público
107,FONDO NACIONAL DEL AHORRO,899999284,Distrito Capital de Bogotá,Bogotá,Nacional,"Vivienda, Ciudad y Territorio"
108,DEPARTAMENTO DE SANTANDER,890201235,Santander,Bucaramanga,Territorial,Servicio Público
109,CORMACARENA,822000091,Meta,Villavicencio,Nacional,Ambiente y Desarrollo Sostenible
110,E S E HOSPITAL ARSENIO REPIZO VANEGAS,891180113,Huila,San Agustín,Territorial,Salud y Protección Social
111,INSTITUCION EDUCATIVA TECNICA MARTIN POMALA,890703659,Tolima,Ataco,Territorial,Educación Nacional
112,CONTRALORIA MUNICIPAL DE VALLEDUPAR,892300310,Cesar,Valledupar,Nacional,Servicio Público
113,MUNICIPIO DE ENVIGADO,890907106,Antioquia,Envigado,Nacional,Cultura
114,FONDO UNICO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,8001316486,Distrito Capital de Bogotá,Bogotá,Nacional,Tecnologías de la Información y las Comunicaciones
115,ESAP SEDE CENTRAL CUENTA OFICIAL,899999054,Distrito Capital de Bogotá,Bogotá,Nacional,Servicio Público
116,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,8909801366,Antioquia,Medellín,Territorial,No aplica/No pertenece
117,ALCALDIA MUNICIPIO DE ARAUCA,800102504,Arauca,Arauca,Territorial,Servicio Público
118,ALCALDIA DE FLORIDABLANCA,890205176,Santander,Floridablanca,Territorial,Servicio Público
119,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCION PUBLICA ENTIDAD,899999020,Distrito Capital de Bogotá,Bogotá,Nacional,Servicio Público
120,INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTEDE SOLEDAD,802021451,Atlántico,Soledad,Territorial,Transporte
121,ICBF REGIONAL SANTANDER,8999992391,Santander,Bucaramanga,Nacional,Salud y Protección Social
122,ALCALDIA MUNICIPIO DE SAN ROQUE,890980850,Antioquia,No Definido,Territorial,Servicio Público
123,CENTRAL ADMINISTRATIVA Y CONTABLE TELEMATICA,900332546,Cundinamarca,Facatativá,Nacional,defensa
124,COMERZIALIZADORA MERCABASTOS,824002182,Cesar,Valledupar,Territorial,Industria
125,INSTITUTO CARO Y CUERVO,899999096,Distrito Capital de Bogotá,Bogotá,Nacional,Cultura
126,ICBF REGIONAL GUAJIRA,899999239,La Guajira,No Definido,Nacional,No aplica/No pertenece
127,POLICIA METROPOLITANA DE CUCUTA,900259415,Norte de Santander,Cúcuta,Nacional,defensa
128,MUNICIPIO DE DAGUA,800100514,Valle del Cauca,Dagua,Territorial,No aplica/No pertenece
129,ESAP TERRITORIAL SANTANDER,800117540,Santander,Bucaramanga,Nacional,Educación Nacional
130,ARMADA NACIONAL BASE NAVAL NO 6 ARC BOGOTA,800141644,Distrito Capital de Bogotá,Bogotá,Nacional,defensa
131,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS USPEC1,900523392,Distrito Capital de Bogotá,Bogotá,Nacional,Ley de Justicia
132,ALCALDIA MUNICIPAL DE SASAIMA,800094752,Cundinamarca,Sasaima,Territorial,Servicio Público
133,MUNICIPIO DE MONTERREY,891857824,Casanare,Monterrey,Territorial,Servicio Público
134,ESE HOSPITAL UNIVERSITARIO JULIO MENDEZ BARRENECHE,891780185,Magdalena,Santa Marta,Territorial,Salud y Protección Social
135,COMPUTADORES PARA EDUCAR,830079479,Distrito Capital de Bogotá,No Definido,Nacional,Tecnologías de la Información y las Comunicaciones
136,LOTERIA DE CUNDINAMARCA,860037234,Distrito Capital de Bogotá,No Definido,Territorial,No aplica/No pertenece
137,CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA CAR,899999062,Distrito Capital de Bogotá,No Definido,Corporación Autónoma,Ambiente y Desarrollo Sostenible
138,MUNICIPIO DE SOACHA,800094755,Cundinamarca,Soacha,Territorial,"Vivienda, Ciudad y Territorio"
139,ALCALDIA LOCAL DE KENNEDY,899999061,Distrito Capital de Bogotá,No Definido,Territorial,Servicio Público
140,MUNICIPIO DE PESCA,891856464,Boyacá,Pesca,Territorial,Hacienda y Crédito Público
141,EMPRESAS PUBLICAS DE RISARALDA,900259215,Risaralda,Pereira,Territorial,"Vivienda, Ciudad y Territorio"
142,DISPENSARIO MEDICO DE CALI,830039670,Valle del Cauca,Cali,Nacional,Salud y Protección Social
143,MINISTERIO DEL DEPORTE,899999306,Distrito Capital de Bogotá,Bogotá,Nacional,deportes
144,INSTITUTO COLOMBIANO AGROPECUARIO ICA,899999069,Distrito Capital de Bogotá,Bogotá,Nacional,agricultura
145,GOBERNACION NORTE DE SANTANDER,800103927,Norte de Santander,Cúcuta,Territorial,No aplica/No pertenece
146,SENA REGIONAL DISTRITO CAPITAL GRUPO DE APOYO ADMINISTRATIVO MIXTO CSF,899999034,Distrito Capital de Bogotá,No Definido,Nacional,Trabajo
147,INSTITUTO DE FINANCIAMIENTO PROMOCION Y DESARROLLO DE CALDAS,8908060063,Caldas,Manizales,Territorial,No aplica/No pertenece
148,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS,900498879,Distrito Capital de Bogotá,Bogotá,Nacional,Inclusión Social y Reconciliación
149,DIRECCION GENERAL MARITIMA SUBDIRECCION ADMINISTRATIVA Y FINANCIERA SUBAFIN,830027904,Distrito Capital de Bogotá,No Definido,Nacional,defensa
150,POLICIA METROPOLITANA DE BARRANQUILLA,900263078,Atlántico,Barranquilla,Territorial,defensa
151,MUNICIPIO DE MANIZALES,890801053,Caldas,Manizales,Territorial,Servicio Público
152,ICBF REGIONAL ANTIOQUIA,899999239,Antioquia,Medellín,Nacional,Salud y Protección Social
153,ALCALDIA CIMITARRA,890208363,Santander,Cimitarra,Nacional,Servicio Público
154,ALCALDIA LOCAL DE CHAPINERO FONDO DE DESARROLLO LOCAL,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,interior
155,METRO CALI ACUERDO DE REESTRUCTURACION,805013171,Valle del Cauca,Cali,Territorial,Transporte
156,MUNICIPIO DE PAYA,800065411,Boyacá,Paya,Territorial,Servicio Público
157,ALCALDIA MUNICIPIO DE MANZANARES,890802505,Caldas,Manzanares,Territorial,Presidencia de la República
158,IDRY,800117801,Casanare,Yopal,Territorial,deportes
159,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCION NACIONAL DE BOMBEROS,900639630,Distrito Capital de Bogotá,No Definido,Nacional,Servicio Público
160,ALCALDIA MUNICIPAL FUSAGASUGA,890680008,Cundinamarca,Fusagasugá,Territorial,No aplica/No pertenece
161,MINISTERIO DE EDUCACION NACIONAL MEN,899999001,Distrito Capital de Bogotá,Bogotá,Nacional,Educación Nacional
162,FUERZA AEROESPACIAL COLOMBIANA,899999102,Distrito Capital de Bogotá,Bogotá,Nacional,defensa
163,GOBERNACION DEL QUINDIO ARMENIA,890001639,Quindío,Armenia,Territorial,No aplica/No pertenece
164,MUNICIPIO DE TENJO,800095174,Cundinamarca,Tenjo,Territorial,No aplica/No pertenece
165,PERSONERIA MUNICIPAL DE MANZANARES,890802505,Caldas,Manzanares,Territorial,Servicio Público
166,INSTITUTO DEPARTAMENTAL DE CULTURA DEL META,822002144,Meta,Villavicencio,Territorial,Cultura
167,MINISTERIO DEL INTERIOR,830114475,Distrito Capital de Bogotá,Bogotá,Nacional,interior
168,INRAVISION,900002583,Distrito Capital de Bogotá,Bogotá,Nacional,Tecnologías de la Información y las Comunicaciones
169,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA NIVEL I,800193490,No Definido,No Definido,Territorial,Salud y Protección Social
170,COMISION NACIONAL DEL SERVICIO CIVIL,900003409,Distrito Capital de Bogotá,No Definido,Nacional,No aplica/No pertenece
171,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,899999734,Distrito Capital de Bogotá,Bogotá,Nacional,Salud y Protección Social
172,ALCALDIA DE SALGAR,890980577,Antioquia,Salgar,Territorial,Servicio Público
173,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION,900477235,Distrito Capital de Bogotá,Bogotá,Nacional,Relaciones Exteriores
174,ESAP TERRITORIAL BOLIVAR,800248529,Bolívar,Cartagena,Nacional,Educación Nacional
175,ESO RIONEGRO,900984614,Antioquia,Rionegro,Territorial,No aplica/No pertenece
176,SENA REGIONAL ANTIOQUIA GRUPO ADMINISTRATIVO CIAA,899999034,Antioquia,Rionegro,Nacional,Trabajo
177,DEPARTAMENTO DEL ATLANTICO,890102006,Atlántico,Barranquilla,Territorial,Servicio Público
178,ALCALDIA MUNICIPIO DE DOSQUEBRADAS,800099310,Risaralda,Dosquebradas,Territorial,Servicio Público
179,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO INPEC,800215546,Distrito Capital de Bogotá,Bogotá,Nacional,No aplica/No pertenece
180,COMPRA EFICIENTE,900514813,Distrito Capital de Bogotá,Bogotá,Nacional,Planeación
181,MINISTERIO DE HACIENDA Y CREDITO PUBLICO,899999090,Distrito Capital de Bogotá,No Definido,Nacional,Hacienda y Crédito Público
182,ALCALDIA MUNICIPAL DE TURBANA,890481324,Bolívar,Turbaná,Nacional,Servicio Público
183,AGENCIA DE EDUCACION POSTSECUNDARIA DE MEDELLIN SAPIENCIA,900602106,Antioquia,Medellín,Territorial,Educación Nacional
184,COMANDO GENERAL DE LAS FUERZAS MILITARES,800230729,Distrito Capital de Bogotá,Bogotá,Nacional,defensa
185,EMPRESAS MUNICIPALES DE TULUA,891900268,Valle del Cauca,Tuluá,Territorial,No aplica/No pertenece
186,UNIDAD DE BUSQUEDA DE PERSONAS DESAPARECIDAS,901158482,Distrito Capital de Bogotá,Bogotá,Nacional,Ley de Justicia
187,DISTRISEGURIDAD,806013404,Bolívar,Cartagena,Territorial,No aplica/No pertenece
188,E S E CENTRO HOSPITAL LUIS ANTONIO MONTERO,814003182,Nariño,Potosí,Territorial,Salud y Protección Social
189,DISTRITO DE TURBO,890981138,Antioquia,Turbo,Territorial,No aplica/No pertenece
190,UNIDAD EJECUTORA DE SANEAMIENTO DEL VALLE DEL CAUCA,805018833,Valle del Cauca,Cali,Territorial,Salud y Protección Social
191,ALCALDIA LOCAL DE FONTIBON,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Servicio Público
192,SUPERINTENDENCIA FINANCIERA DE,890999057,Distrito Capital de Bogotá,Bogotá,Nacional,Hacienda y Crédito Público
193,INSTITUCION EDUCATIVA RURAL SAN PEDRO CLAVER,900045175,Caquetá,Cartagena Del Chairá,Territorial,No aplica/No pertenece
194,ALCALDIA DEL DISTRITO TURISTICO Y CULTURAL DE CARTAGENA DE INDIAS,890480184,Bolívar,Cartagena,Territorial,No aplica/No pertenece
195,CANAL CAPITAL,830012587,Distrito Capital de Bogotá,No Definido,Territorial,Cultura
196,INSTITUTO NACIONAL DE SALUD,899999403,Distrito Capital de Bogotá,Bogotá,Nacional,Salud y Protección Social
197,E S E HOSPITAL FRAY LUIS DE LEON,819001483,Magdalena,Plato,Territorial,Salud y Protección Social
198,MUNICIPIO DE YOPAL,891855017,Casanare,Yopal,Territorial,Servicio Público
199,CONCEJO MUNICIPAL AGUAZUL CASANARE,844000674,Casanare,Aguazul,Territorial,Servicio Público
200,CONTRALORIA GENERAL DEL DEPARTAMENTO DEL MAGDALENA,891780092,Magdalena,Santa Marta,Territorial,No aplica/No pertenece
201,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,899999028,Distrito Capital de Bogotá,Bogotá,Nacional,agricultura
202,FUNDACION GILBERTO ALZATE AVENDANO,860044113,Distrito Capital de Bogotá,No Definido,Territorial,Cultura
203,INSTITUCION UNIVERSITARIA DE BARRANQUILLA IUB,802011065,Atlántico,Barranquilla,Territorial,Educación Nacional
204,UAECD,900127768,Distrito Capital de Bogotá,Bogotá,Territorial,Hacienda y Crédito Público
205,FONDO FINANCIERO DISTRITAL DE SALUD,8002469532,Distrito Capital de Bogotá,No Definido,Territorial,Salud y Protección Social
206,SENA REGIONAL ATLANTICO,899999034,Atlántico,Barranquilla,Nacional,Educación Nacional
207,INSTITUTO PARA LA EDUCACION FISICA LA RECREACION Y EL DEPORTE DE DUITAMA,826000522,No Definido,No Definido,Territorial,deportes
208,ANM,900500018,Distrito Capital de Bogotá,Bogotá,Nacional,Minas y Energía
209,ALCALDIA SAN PABLO DE BORBUR,891801369,Boyacá,San Pablo De Borbur,Nacional,Servicio Público
210,ALCALDIA MUNICIPAL DE CHINCHINA,890801133,Caldas,Chinchiná,Territorial,Servicio Público
211,SUPERINTENDENCIA DE TRANSPORTE,800170433,Distrito Capital de Bogotá,Bogotá,Nacional,Transporte
212,HOSMI,8907006944,Tolima,Rioblanco,Territorial,Salud y Protección Social
213,EMPRESA DE VIVIENDA Y DESARROLLO URBANO Y RURAL DEL MUNICIPIO DE ENVIGADO,901387801,Antioquia,Envigado,Territorial,"Vivienda, Ciudad y Territorio"
214,MUNICIPIO DE OTANCHE,891801362,No Definido,No Definido,Territorial,No aplica/No pertenece
215,SENA REGIONAL ATLANTICO INTERCENTROS,899999034,Atlántico,Barranquilla,Nacional,Transporte
216,FABRICA DE LICORES Y ALCOHOLES DE ANTIOQUIA,901436775,Antioquia,Itagui,Corporación Autónoma,Industria
217,MUNICIPIO DE DUITAMA,891855138,Boyacá,Duitama,Territorial,Servicio Público
218,REGION DE PLANEACION Y GESTION DEL BAJO CAUCA,901500213,Antioquia,Caucasia,Territorial,No aplica/No pertenece
219,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE CARTAGENA,800165831,Bolívar,Cartagena,Nacional,Ley de Justicia
220,SECRETARIA DE EDUCACION DEL DISTRITO,8999990619,Distrito Capital de Bogotá,No Definido,Territorial,Educación Nacional
221,SECRETARIA DISTRITAL DE HACIENDA,899999061,Distrito Capital de Bogotá,No Definido,Territorial,Hacienda y Crédito Público
222,MUNICIPIO DE BUENAVISTA QUINDIO,890001879,Quindío,Buenavista,Territorial,Servicio Público
223,CORPORACION AUTONOMA REGIONAL DE LA ORINOQUIA,832000283,Casanare,Yopal,Nacional,Ambiente y Desarrollo Sostenible
224,ALCALDIA DE PASTO,891280000,Nariño,Pasto,Territorial,Servicio Público
225,ALCALDIA MUNICIPAL DE PUERTO BOYACA BOYACA,891800466,Boyacá,Puerto Boyacá,Territorial,No aplica/No pertenece
226,ALCALDIA MUNICIPAL DE FACATATIVA,899999328,Cundinamarca,Facatativá,Territorial,No aplica/No pertenece
227,METRO DE BOGOTA,901038962,Distrito Capital de Bogotá,Bogotá,Territorial,Transporte
228,ICBF REGIONAL CUNDINAMARCA,899999239,Distrito Capital de Bogotá,No Definido,Nacional,No aplica/No pertenece
229,AUDITORIA GENERAL DE LA REPUBLICA,830065741,Distrito Capital de Bogotá,No Definido,Nacional,No aplica/No pertenece
230,AGENCIA CATASTRAL DE CUNDINAMARCA,901421041,Distrito Capital de Bogotá,Bogotá,Territorial,Planeación
231,MEPAS,900807338,Nariño,Pasto,Territorial,defensa
232,FONDO DE GESTION DEL RIESGO DE DESASTRES DEL DEPARTAMENTO DEL CASANARE,901252840,Casanare,Yopal,Territorial,Planeación
233,INSTITUTO PARA LA ECONOMIA SOCIAL IPES,899999446,Distrito Capital de Bogotá,Bogotá,Nacional,Industria
234,DIRECCION GENERAL DE SANIDAD MILITAR,8300396705,Distrito Capital de Bogotá,No Definido,Nacional,defensa
235,MINISTERIO DE TRANSPORTE,899999055,Distrito Capital de Bogotá,Bogotá,Nacional,Transporte
236,DEPARTAMENTO ADMINISTRATIVO TIC ALCALDIA DE TULUA,891900272,Valle del Cauca,Tuluá,Territorial,Servicio Público
237,MUNICIPIO DE BARBOSA,890980445,Antioquia,Barbosa,Territorial,Servicio Público
238,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,860523694,Distrito Capital de Bogotá,Bogotá,Nacional,Educación Nacional
239,ALCALDIA MUNICIPAL DE AQUITANIA,800077545,Boyacá,Aquitania,Territorial,Servicio Público
240,MUNICIPIO DE NEIVA,891180009,Huila,Neiva,Territorial,Servicio Público
241,ALCALDIA DE TABIO,899999443,Cundinamarca,Tabio,Territorial,No aplica/No pertenece
242,HOSMIL,830040256,Distrito Capital de Bogotá,No Definido,Nacional,defensa
243,TERMINAL DE TRANSPORTES DE MANIZALES,8908032858,Caldas,Manizales,Territorial,Transporte
244,DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL DISTRITAL,8999990619,Distrito Capital de Bogotá,No Definido,Territorial,Servicio Público
245,AGENCIA NACIONAL DE TIERRAS ANT,900948953,Distrito Capital de Bogotá,Bogotá,Nacional,agricultura
246,SENA REGIONAL CASANARE GRUPO ADMINISTRATIVO MIXTO,899999034,Casanare,Yopal,Nacional,Trabajo
247,SECRETARIA DISTRITAL DE AMBIENTE,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Ambiente y Desarrollo Sostenible
248,EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META E S E,822006595,Meta,Villavicencio,Territorial,Salud y Protección Social
249,SECRETARIA DISTRITAL DE PLANEACION,899999061,Distrito Capital de Bogotá,No Definido,Territorial,Planeación
250,ALCALDIA MUNICIPAL DE SACAMA,800103663,Casanare,Sácama,Territorial,No aplica/No pertenece
251,SECRETARIA JURIDICA DISTRITAL,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Servicio Público
252,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,899999151,Cundinamarca,Facatativá,Territorial,Salud y Protección Social
253,GOBERNACION DEL VALLE DEL CAUCA SECRETARIA DE EDUCACION,890399029,Valle del Cauca,Cali,Territorial,Educación Nacional
254,ALCALDIA DE CAUCASIA,890906445,Antioquia,Caucasia,Territorial,No aplica/No pertenece
255,CONTRALORIA MUNICIPAL DE BARRANCABERMEJA,8290007456,Santander,Barrancabermeja,Territorial,Servicio Público
256,UARIV UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,900490473,Distrito Capital de Bogotá,Bogotá,Nacional,Inclusión Social y Reconciliación
257,GOBERNACION DEL VALLE DEL CAUCA SECRETARIA DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,890399029,Valle del Cauca,Cali,Territorial,No aplica/No pertenece
258,CONCEJO MUNICIPAL DE PASTO,814002022,Nariño,No Definido,Territorial,Servicio Público
259,ALCALDIA MUNICIPAL LA TEBAIDA QUINDIO,890000564,Quindío,La Tebaida,Territorial,No aplica/No pertenece
260,SENA REGIONAL BOLIVAR GRUPO DE APOYO ADMINISTRATIVO MIXTO,899999034,Bolívar,Cartagena,Nacional,Trabajo
261,DEPARTAMENTO DE CUNDINAMARCA SECRETARIA DE GOBIERNO,899999114,Distrito Capital de Bogotá,No Definido,Territorial,No aplica/No pertenece
262,SENA REGIONAL TOLIMA 1,899999034,Tolima,Ibagué,Nacional,Trabajo
263,E S E INSTITUTO DE SALUD DE BUCARAMANGA,800084206,Santander,No Definido,Territorial,Salud y Protección Social
264,UNIDAD DE SALUD DE IBAGUE U S I E S E,809003590,Tolima,No Definido,Territorial,Salud y Protección Social
265,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,830000602,Distrito Capital de Bogotá,Bogotá,Nacional,Ambiente y Desarrollo Sostenible
266,INSTITUTO UNIVERSITARIO DE LA PAZ,800024581,No Definido,No Definido,Territorial,Educación Nacional
267,ALCALDIA MUNICIPAL DE ARMERO GUAYABAL,890700982,Tolima,Armero,Territorial,Servicio Público
268,ICBF REGIONAL META,899999239,Meta,No Definido,Nacional,Salud y Protección Social
269,ALCALDIA MUNICIPIO DE CALDAS BOYACA,891801796,Boyacá,Caldas,Territorial,No aplica/No pertenece
270,CONCEJO MUNICIPAL DE FUNZA,832001640,Cundinamarca,Funza,Territorial,Servicio Público
271,FONDO ROTATORIO DE LA REGISTRADURIA,899999737,Distrito Capital de Bogotá,No Definido,Nacional,No aplica/No pertenece
272,COMANDO AEREO DE MANTENIMIENTO,800141641,Cundinamarca,Madrid,Nacional,defensa
273,UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES,900180739,Distrito Capital de Bogotá,No Definido,Nacional,Industria
274,SENA REGIONAL ATLANTICO CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,899999034,Atlántico,Sabanalarga,Nacional,Trabajo
275,DEPARTAMENTO DE ANTIOQUIA,890900286,Antioquia,Medellín,Territorial,Servicio Público
276,JARDIN BOTANICO JOSE CELESTINO MUTIS,860030197,Distrito Capital de Bogotá,Bogotá,Territorial,Ambiente y Desarrollo Sostenible
277,SECRETARIA DISTRITAL DE MOVILIDAD,8999990619,Distrito Capital de Bogotá,Bogotá,Territorial,Transporte
278,ALCALDIA LOCAL DE CIUDAD BOLIVAR,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Servicio Público
279,MUNICIPIO DE CHOCONTA,899999357,Cundinamarca,Chocontá,Nacional,No aplica/No pertenece
280,GOBERNACION DEPARTAMENTO DEL PUTUMAYO,800094164,Putumayo,Mocoa,Territorial,Servicio Público
281,INSTITUCION EDUCATIVA EL PALMAR,900032861,Tolima,Coyaima,Territorial,Educación Nacional
282,EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA,891380055,Valle del Cauca,Florida,Territorial,Salud y Protección Social
283,DEPARTAMENTO NACIONAL DE PLANEACION,899999011,Distrito Capital de Bogotá,Bogotá,Nacional,Planeación
284,ICBF RISARALDA,899999239,Caldas,Risaralda,Nacional,Salud y Protección Social
285,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,800250984,Distrito Capital de Bogotá,Bogotá,Nacional,Planeación
286,ICBF SEDE NACIONAL,899999239,Distrito Capital de Bogotá,No Definido,Nacional,Inclusión Social y Reconciliación
287,SENA REGIONAL CUNDINAMARCA GRUPO ADMINISTRATIVO CDAE,899999034,Cundinamarca,Villeta,Nacional,Trabajo
288,ALCALDIA MUNICIPAL DE PALMAS DEL SOCORRO,800003253,Santander,Palmas Del Socorro,Territorial,Servicio Público
289,DEFENSORIA DEL PUEBLO,800186061,Distrito Capital de Bogotá,Bogotá,Nacional,Servicio Público
290,MUNICIPIO DE LA ESTRELLA,890980782,Antioquia,La Estrella,Territorial,No aplica/No pertenece
291,ESCUELA SUPERIOR DE GUERRA,830002634,Distrito Capital de Bogotá,No Definido,Nacional,defensa
292,MUNICIPIO DE SAN AGUSTIN,891180056,Huila,San Agustín,Territorial,No aplica/No pertenece
293,ALCALDIA MUNICIPAL DE BOJACA,800094622,Cundinamarca,Bojacá,Territorial,Servicio Público
294,ALCALDIA MUNICIPAL DE CANDELARIA VALLE,891380038,Valle del Cauca,Candelaria,Territorial,Servicio Público
295,SECRETARIA DISTRITAL DE LA MUJER,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Servicio Público
296,SENA REGIONAL BOYACA GRUPO ADMINISTRATIVO CGAFE,899999034,Boyacá,Tunja,Nacional,Trabajo
297,MUNICIPIO DE ZARZAL,891900624,Valle del Cauca,No Definido,Territorial,Servicio Público
298,UNIDAD ADMINISTRATIVA ESPECIAL DE PENSIONES DE CUNDINAMARCA,900594384,Distrito Capital de Bogotá,No Definido,Territorial,Salud y Protección Social
299,RED SALUD CASANARE E S E,8440041972,Casanare,Yopal,Territorial,Salud y Protección Social
300,INSTITUTO FINANCIERO PARA EL DESARROLLO DEL VALLE INFIVALLE,890308051,Valle del Cauca,Cali,Territorial,Hacienda y Crédito Público
